timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1620735089333,14,getCustomerByCustomerIDUsingGET - Success,404,,Thread Group - getCustomerByCustomerIDUsingGET 4-1,,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",121,135,1,4,14,0,0
1620735089337,10,getCustomerByMobilePhoneUsingGET - Success,404,,Thread Group - getCustomerByMobilePhoneUsingGET 5-1,,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",121,142,1,4,10,0,0
1620735089348,9,getCustomerByCustomerIDUsingGET - Success,404,,Thread Group - getCustomerByCustomerIDUsingGET 4-1,,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",121,135,1,4,9,0,0
1620735089349,12,getCustomerByMobilePhoneUsingGET - Success,404,,Thread Group - getCustomerByMobilePhoneUsingGET 5-1,,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",121,142,1,4,12,0,0
1620735089344,21,deleteCustomerByIdUsingDELETE - Success,204,,Thread Group - deleteCustomerByIdUsingDELETE 2-1,,false,"Test failed: code expected to equal /

****** received  : 20[[[4]]]

****** comparison: 20[[[0]]]

/",102,157,1,3,0,0,0
1620735089358,15,getCustomerByCustomerIDUsingGET - Success,404,,Thread Group - getCustomerByCustomerIDUsingGET 4-1,,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",121,135,1,3,15,0,0
1620735089367,7,deleteCustomerByIdUsingDELETE - Success,204,,Thread Group - deleteCustomerByIdUsingDELETE 2-1,,false,"Test failed: code expected to equal /

****** received  : 20[[[4]]]

****** comparison: 20[[[0]]]

/",102,157,1,2,0,0,0
1620735089376,6,deleteCustomerByIdUsingDELETE - Success,204,,Thread Group - deleteCustomerByIdUsingDELETE 2-1,,false,"Test failed: code expected to equal /

****** received  : 20[[[4]]]

****** comparison: 20[[[0]]]

/",102,157,1,2,0,0,0
1620735089283,104,getALLCustomerUsingGET - Success,200,,Thread Group - getALLCustomerUsingGET 3-1,text,true,,174,133,1,1,104,0,0
1620735089389,6,getALLCustomerUsingGET - Success,200,,Thread Group - getALLCustomerUsingGET 3-1,text,true,,174,133,1,1,6,0,0
1620735089397,6,getALLCustomerUsingGET - Success,200,,Thread Group - getALLCustomerUsingGET 3-1,text,true,,174,133,1,1,6,0,0
1620735089404,7,getALLCustomerUsingGET - Success,200,,Thread Group - getALLCustomerUsingGET 3-1,text,true,,174,133,1,1,7,0,0
1620735089412,6,getALLCustomerUsingGET - Success,200,,Thread Group - getALLCustomerUsingGET 3-1,text,true,,174,133,1,1,6,0,0
1620735089419,6,getALLCustomerUsingGET - Success,200,,Thread Group - getALLCustomerUsingGET 3-1,text,true,,174,133,1,1,6,0,0
